parameter_A,parameter_B,channels,additive_cv_rmse,joint_cv_rmse,interaction_rmse_improvement_pct,additive_cv_r2,joint_cv_r2,interaction_incremental_r2,fold_reproducibility,evidence_label,reason
THIN_ET_Rcat_cn_3,MEASURE_ET_DC_RF_Max_S11_Freq_L1002,A_high_x_high,2.1728,2.1347,1.752,0.0669,0.0948,0.028,3/5,MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0280 -- majority but not unanimous.
MEASURE_ET_DC_RF_Max_S11_Freq_L1018,MEASURE_ET_DC_SMALL_Vg_max_Vd,A_high_x_high,2.1631,2.1339,1.349,0.0722,0.1002,0.028,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0280."
MEASURE_ET_Load_Pull_GL_set,MEASURE_ET_DC_RF_Vbon_min,A_high_x_high,2.1669,2.1299,1.71,0.0746,0.1026,0.028,3/5,MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0280 -- majority but not unanimous.
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg_SD3p5,THIN_ET_TANR,A_high_x_high,2.1973,2.1617,1.622,0.0482,0.0762,0.028,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0280."
MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,MEASURE_ET_DC_SEC_S_Vg_at_I1_neg,A_high_x_high,2.0243,1.9877,1.806,0.1841,0.2121,0.028,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0280."
TOPSIN_ET_Vds_max,MEASURE_ET_DC_SEC_X_Id_plus_Ig_at_Vboff_mA_mm_FPSD3p2,A_high_x_high,2.2057,2.1717,1.539,0.0437,0.0716,0.028,3/5,MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0280 -- majority but not unanimous.
MEASURE_ET_LT_SEC_Ileak_m5p5V_mA_mm,TOPSIN_ET_DC_PIV_Ids0_QP3,A_high_x_high,2.0333,2.0016,1.558,0.1779,0.2059,0.028,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0280."
MEASURE_ET_LT_SEC_Ileak_m7V_mA_mm,SIN_ET_DC_RF_Ids_m0p2,A_high_x_high,2.1015,2.0712,1.444,0.1205,0.1485,0.028,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0280."
TOPSIN_ET_DC_PIV_Ids1_QP1,MEASURE_ET_RF_Modeling_Ft,A_high_x_high,2.0955,2.053,2.027,0.1236,0.1517,0.028,3/5,MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0280 -- majority but not unanimous.
THIN_ET_DC_RF_Vbgs1,MEASURE_ET_RF_Modeling_S12ang_10GHz,A_high_x_high,2.1893,2.1534,1.639,0.0544,0.0824,0.028,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0280."
MEASURE_ET_RF_Modeling_S21_25G_Before,TOPSIN_ET_R514,A_high_x_high,2.2065,2.1693,1.684,0.0428,0.0708,0.028,3/5,MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0280 -- majority but not unanimous.
MEASURE_ET_R_f_hr_3,OHMIC_ET_Rc_an_ct2,A_high_x_high,2.1436,2.1077,1.675,0.0949,0.1228,0.028,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0280."
THIN_ET_i5021_1,MEASURE_ET_Rc_an_ct2,A_high_x_high,2.17,2.1358,1.579,0.0727,0.1007,0.028,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0280."
ANODE_ET_Probe_Number,MEASURE_ET_DC_Stress_Vp_after,A_high_x_high,2.2634,2.2319,1.394,-0.0157,0.0123,0.028,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0280."
THIN_ET_R_4000_HOR,MESA_ET_Vbkd,A_high_x_high,2.2035,2.1682,1.605,0.0434,0.0715,0.028,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0280."
TOPSIN_ET_DC_RF_Vg_gm_max,MESA_ET_Vbkd,A_high_x_high,2.2226,2.1934,1.314,0.0259,0.0539,0.028,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0280."
OHMIC_ET_Ran_con_3,THIN_ET_C20_0,A_high_x_high,2.2225,2.1858,1.655,0.0261,0.0541,0.028,3/5,MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0280 -- majority but not unanimous.
TOPSIN_ET_CapFICM1_0,OHMIC_ET_Rsh_an_ct2,A_high_x_high,2.1369,2.1042,1.533,0.1039,0.1319,0.028,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0280."
THIN_ET_Ran_con_1,OHMIC_ET_lkg_5,A_high_x_high,2.0662,2.025,1.992,0.152,0.18,0.028,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0280."
THIN_ET_R314,SIN_CAPACITOR_ThicknessGN1_SiN_Thickness,A_high_x_high,2.216,2.1812,1.569,0.0332,0.0612,0.028,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0280."
TOPSIN_ET_R_f_hr_2,SIN_ET_DC_RF_Ids_m0p2,A_high_x_high,2.1859,2.1547,1.426,0.0535,0.0815,0.028,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0280."
SIN_ET_Probe_Number,THIN_ET_i5021_3,A_high_x_high,2.234,2.2006,1.495,0.0183,0.0464,0.028,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0280."
THIN_ET_TANR,THIN_ET_DC_RF_Vdg_max,A_high_x_high,2.2002,2.1706,1.347,0.0472,0.0752,0.028,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0280."
TOPSIN_ET_DC_SMALL_Vbgd_0p1,THIN_ET_DC_RF_Vg_max_Vd_0p1mA,A_high_x_high,2.1909,2.1608,1.371,0.0495,0.0776,0.028,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0280."
THIN_ET_R314,THIN_ET_lkg_100_at20V,A_high_x_high,1.9988,1.9625,1.815,0.2007,0.2287,0.028,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0280."
THIN_ET_Rcat_cn_3,THIN_ET_i5021_1,A_high_x_high,2.1266,2.0892,1.761,0.1068,0.1348,0.028,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0280."
TOPSIN_ET_OHMC,CATHODE_ET_Rsh_cat_c2,A_high_x_high,2.2506,2.2194,1.386,-0.0019,0.026,0.0279,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0279."
THIN_ET_DC_RF_Id_gm_max,FIC_ET_DC_RF_Id_gm_max,A_high_x_high,2.1941,2.1574,1.67,0.0506,0.0785,0.0279,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0279."
MEASURE_ET_LT_SEC_Vbgd1_Vd3,FIC_ET_DC_RF_Vg_max_Vd,A_high_x_high,2.1121,2.0788,1.58,0.118,0.1459,0.0279,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0279."
MEASURE_ET_DC_RF2_S22ang_26GHz,FIC_ET_DC_RF_Vt_gd,A_high_x_high,2.2177,2.1834,1.545,0.0303,0.0582,0.0279,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0279."
MEASURE_ET_RF_Modeling_Gm,FIC_ET_G_per_25,A_high_x_high,2.1637,2.1277,1.665,0.0781,0.1059,0.0279,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0279."
MEASURE_ET_DC_RF_CF_S21_Mag_L1018,FIC_ET_HIRS,A_high_x_high,2.1933,2.1576,1.631,0.0541,0.0821,0.0279,3/5,MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0279 -- majority but not unanimous.
MEASURE_ET_DC_Diode_S11_dB_forw,FIC_ET_Probe_Number,A_high_x_high,2.2608,2.2285,1.43,-0.0075,0.0204,0.0279,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0279."
FIC_ET_R_f_hr_2,SIN_GATE_ET_Rc_OG142_GN,A_high_x_high,2.155,2.118,1.716,0.0824,0.1103,0.0279,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0279."
MEASURE_ET_C100C300pf,THIN_ET_R_f_hr_3,A_high_x_high,2.2319,2.2025,1.317,0.019,0.0469,0.0279,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0279."
MEASURE_ET_DC_RF_CF_S21_Mag_L1018,THIN_ET_Rcat_cn_1,A_high_x_high,2.1572,2.1208,1.689,0.0879,0.1158,0.0279,3/5,MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0279 -- majority but not unanimous.
TOPSIN_ET_C100CapPARCAP,MEASURE_ET_DC_RF_Idss_W,A_high_x_high,2.153,2.1166,1.689,0.0858,0.1137,0.0279,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0279."
MEASURE_ET_DC_RF_Max_S11_Freq_L1018,SIN_ET_DC_RF_Idss,A_high_x_high,2.1703,2.1357,1.594,0.0699,0.0978,0.0279,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0279."
MEASURE_ET_DC_RF_Max_S11_Freq_L1018,THIN_ET_DC_RF_Vg_max_Vd,A_high_x_high,2.2133,2.18,1.503,0.0324,0.0603,0.0279,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0279."
MEASURE_ET_DC_SEC_S_Vg_at_I1_neg,OHMIC_ET_Ran_con_1,A_high_x_high,2.1221,2.0889,1.565,0.1133,0.1412,0.0279,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0279."
MEASURE_ET_DC_SEC_X_Ids_max_norm_FPSD3p2,MEASURE_ET_lkg_C385pf,A_high_x_high,2.0556,2.021,1.684,0.1629,0.1908,0.0279,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0279."
MEASURE_ET_DC_SEC_X_Ids_max_norm_FPSD3p2,TOPSIN_ET_Cap3pf_0,A_high_x_high,2.1584,2.1226,1.659,0.0861,0.114,0.0279,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0279."
THIN_ET_DC_RF_Vbgs1,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2,A_high_x_high,2.1287,2.0908,1.781,0.108,0.136,0.0279,3/5,MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0279 -- majority but not unanimous.
TOPSIN_ET_DC_PIV_Drain_Lag_1,MEASURE_ET_DC_SEC_X_Vg_at_I3_pos,A_high_x_high,2.0125,1.9744,1.892,0.2041,0.232,0.0279,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0279."
TOPSIN_ET_DC_RF_Imax,MEASURE_ET_Load_Pull_Pout_W_last,A_high_x_high,2.1982,2.1657,1.481,0.0453,0.0732,0.0279,3/5,MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0279 -- majority but not unanimous.
MEASURE_ET_Load_Pull_Pout_W_mm_last,TOPSIN_ET_DC_PIV_Drain_Lag_0,A_high_x_high,2.0424,2.0066,1.754,0.1819,0.2099,0.0279,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0279."
MEASURE_ET_RF_Modeling_Cgd_err,MEASURE_ET_Rc_an_ct2_OW_CR,A_high_x_high,2.0192,1.9823,1.827,0.19,0.2179,0.0279,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0279."
MEASURE_ET_RF_Modeling_Gm,TOPSIN_ET_R_f_hr_2,A_high_x_high,2.244,2.2068,1.658,0.0061,0.034,0.0279,3/5,MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0279 -- majority but not unanimous.
MEASURE_ET_RF_Modeling_S21_25G_Before,OHMIC_ET_Rsh_an_ct2,A_high_x_high,2.1382,2.1037,1.61,0.105,0.1329,0.0279,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0279."
THIN_ET_i5021_1,MEASURE_ET_Rc_an_ct2_OW_CR,A_high_x_high,2.0954,2.0565,1.856,0.1359,0.1638,0.0279,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0279."
THIN_ET_Ran_con_1,MEASURE_ET_lkg_5,A_high_x_high,2.0536,2.0168,1.791,0.1641,0.192,0.0279,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0279."
MEASURE_ET_lkg_CapFICBRGM,THIN_ET_Ran_con_3_OW_CR,A_high_x_high,2.1949,2.1598,1.6,0.05,0.0779,0.0279,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0279."
OHMIC_ET_OHMC,THIN_ET_DC_RF_Vg_optt1,A_high_x_high,2.2378,2.201,1.647,0.0142,0.0421,0.0279,3/5,MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0279 -- majority but not unanimous.
OHMIC_ET_R314,TOPSIN_ET_DC_RF_Idss,A_high_x_high,2.2111,2.1764,1.57,0.0365,0.0644,0.0279,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0279."
THIN_ET_Rcat_cn_3,SIN_ET_DC_RF_Vg_gm_max,A_high_x_high,2.1421,2.1062,1.675,0.0907,0.1186,0.0279,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0279."
THIN_ET_DC_RF_Id_gm_max,THIN_ET_DC_RF_Vg_optt1,A_high_x_high,2.1612,2.1277,1.548,0.0789,0.1068,0.0279,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0279."
TOPSIN_ET_C100Cap1pf,TOPSIN_ET_R114,A_high_x_high,2.1553,2.1107,2.067,0.0852,0.113,0.0279,3/5,MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0279 -- majority but not unanimous.
TOPSIN_ET_DC_RF_n_gs,TOPSIN_ET_Cap3pf,A_high_x_high,2.2273,2.191,1.631,0.0209,0.0488,0.0279,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0279."
CATHODE_ET_Rcat_cn_2,TOPSIN_ET_DC_SMALL_Vdg_max,A_high_x_high,2.15,2.1131,1.712,0.0905,0.1183,0.0278,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0278."
TOPSIN_ET_DC_RF_Vp_01,CATHODE_ET_Rsh_cat_c2,A_high_x_high,2.216,2.1761,1.803,0.0306,0.0584,0.0278,3/5,MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0278 -- majority but not unanimous.
FIC_ET_Bad_Gates,THIN_ET_DC_RF_Vg_max_Vd,A_high_x_high,2.2257,2.193,1.468,0.0236,0.0514,0.0278,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0278."
FIC_ET_DC_RF_Vg_optt,MEASURE_ET_DC_RF_Min_S21_Freq_L1018,A_high_x_high,2.1752,2.1392,1.658,0.0666,0.0945,0.0278,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0278."
FIC_ET_R_f_tn_2,TOPSIN_ET_lkg_SY07_10,A_high_x_high,2.0203,1.9861,1.694,0.1805,0.2083,0.0278,3/5,MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0278 -- majority but not unanimous.
FIC_ET_Rc_OG142,MEASURE_ET_lkg_100_at20V,A_high_x_high,2.1149,2.0813,1.587,0.1144,0.1422,0.0278,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0278."
MEASURE_ET_C100,THIN_ET_Ran_con_3_OW_CR,A_high_x_high,2.2363,2.2011,1.575,0.0173,0.0452,0.0278,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0278."
SIN_ET_DC_RF_Vbin_gd,MEASURE_ET_C300FM1,A_high_x_high,2.1513,2.1195,1.476,0.0908,0.1186,0.0278,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0278."
MEASURE_ET_lkg_70,MEASURE_ET_DC_RF2_MAG_26GHz,A_high_x_high,2.0194,1.9775,2.071,0.1928,0.2206,0.0278,3/5,MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0278 -- majority but not unanimous.
TFRP_ET_Rc_TF_AB_2,MEASURE_ET_DC_RF_Idss_W,A_high_x_high,2.1989,2.1613,1.708,0.0436,0.0714,0.0278,3/5,MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0278 -- majority but not unanimous.
MEASURE_ET_DC_RF_Min_S21_Freq_L1018,MEASURE_ET_DC_SEC_S_Vg_at_I1_neg,A_high_x_high,2.1904,2.1509,1.803,0.0523,0.0801,0.0278,3/5,MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0278 -- majority but not unanimous.
MEASURE_ET_DC_RF_S11ang_10GHz,MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_SD3p5,A_high_x_high,2.2239,2.1885,1.591,0.0246,0.0524,0.0278,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0278."
TOPSIN_ET_C100Cap2pf,MEASURE_ET_DC_RF_Vbin_gs,A_high_x_high,2.1305,2.0906,1.874,0.106,0.1338,0.0278,3/5,MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0278 -- majority but not unanimous.
MEASURE_ET_RGAN1,MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg_SD3p5,A_high_x_high,2.1981,2.1702,1.267,0.0416,0.0694,0.0278,3/5,MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0278 -- majority but not unanimous.
MEASURE_ET_DC_SEC_Vgs_0p1V,THIN_ET_DC_RF_Vdg_max,A_high_x_high,2.2133,2.1818,1.424,0.0365,0.0643,0.0278,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0278."
TOPSIN_ET_I_5,MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_SD3p5,A_high_x_high,2.1528,2.1151,1.754,0.0829,0.1107,0.0278,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0278."
MEASURE_ET_DC_SEC_X_Vg_at_I3_pos,MEASURE_ET_USV_Cappf_0,A_high_x_high,2.1755,2.1381,1.717,0.0726,0.1004,0.0278,3/5,MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0278 -- majority but not unanimous.
MEASURE_ET_DC_Stress_Id_stress_before,TOPSIN_ET_DC_RF_Vg_optt,A_high_x_high,2.2127,2.1761,1.654,0.0295,0.0573,0.0278,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0278."
SIN_ET_Probe_Number,MEASURE_ET_HIRS,A_high_x_high,2.2104,2.1728,1.703,0.0376,0.0653,0.0278,3/5,MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0278 -- majority but not unanimous.
TOPSIN_ET_DC_RF_Vg_max_Vd,MEASURE_ET_LT_SEC_Ileak_m12p5V_mA_mm,A_high_x_high,1.9901,1.9459,2.218,0.2168,0.2446,0.0278,3/5,MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0278 -- majority but not unanimous.
TOPSIN_ET_DC_RF_Vboff,MEASURE_ET_LT_SEC_Ileak_m16p5V_mA_mm,A_high_x_high,2.0883,2.0581,1.444,0.1355,0.1633,0.0278,3/5,MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0278 -- majority but not unanimous.
MEASURE_ET_lkg_CapPARCAP,SIN_ET_DC_RF_Vg_max_Vd,A_high_x_high,2.0473,2.0137,1.639,0.1613,0.1891,0.0278,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0278."
OHMIC_ET_Rc_OG142,TOPSIN_ET_DC_RF_Vg_optt,A_high_x_high,2.175,2.1356,1.812,0.0593,0.0872,0.0278,3/5,MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0278 -- majority but not unanimous.
TOPSIN_ET_Cap3pf_0,SIN_ET_DC_RF_Gm_0,A_high_x_high,2.1889,2.1524,1.669,0.0597,0.0875,0.0278,3/5,MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0278 -- majority but not unanimous.
THIN_ET_i5021_1,SIN_ET_DC_RF_Vg_max_Vd,A_high_x_high,2.1333,2.0985,1.631,0.1023,0.1302,0.0278,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0278."
TOPSIN_ET_DC_RF_Vbgs1,SIN_GATE_ET_RGAN2,A_high_x_high,2.1026,2.0712,1.491,0.1284,0.1562,0.0278,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0278."
THIN_ET_lkg_100_at20V,THIN_ET_C100,A_high_x_high,1.9592,1.9185,2.076,0.2399,0.2677,0.0278,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0278."
TOPSIN_ET_DC_RF_Vg_max_Vd,THIN_ET_Ran_con_2_OW_CR,A_high_x_high,2.1859,2.1519,1.556,0.0565,0.0842,0.0278,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0278."
TOPSIN_ET_I_5,TOPSIN_ET_lkg_Cap3,A_high_x_high,2.1067,2.0768,1.42,0.1157,0.1435,0.0278,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0278."
TOPSIN_ET_DC_RF_Vt_gd,ANODE_ET_Ran_con_1,A_high_x_high,2.2085,2.1709,1.7,0.0405,0.0681,0.0277,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0277."
MEASURE_ET_RF_Modeling_S22ang_10GHz,FIC_ET_DC_PIV_Drain_Lag_1,A_high_x_high,2.1588,2.1284,1.407,0.0848,0.1124,0.0277,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0277."
THIN_ET_Ran_con_3_OW_CR,FIC_ET_DC_RF_Vbgs1,A_high_x_high,2.1241,2.0904,1.589,0.1056,0.1333,0.0277,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0277."
FIC_ET_DC_RF_Vg_optt,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,A_high_x_high,2.2173,2.1799,1.687,0.0241,0.0518,0.0277,3/5,MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0277 -- majority but not unanimous.
FIC_ET_DC_RF_Vp_01,FIC_ET_Rc_f_tn_23,A_high_x_high,2.2222,2.1906,1.42,0.0251,0.0528,0.0277,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0277."
THIN_ET_C20_0,FIC_ET_DC_RF_Vt_gd,A_high_x_high,2.2288,2.194,1.557,0.0209,0.0485,0.0277,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0277."
FIC_ET_R_f_hr_2,MEASURE_ET_DC_SEC_X_Vg_at_I1_pos_SD3p5,A_high_x_high,2.2205,2.1868,1.516,0.0298,0.0575,0.0277,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0277."
TOPSIN_ET_Load_Pull_Id_ini,FIC_ET_R_f_hr_3,A_high_x_high,2.261,2.2276,1.477,-0.0152,0.0124,0.0277,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0277."
SIN_GATE_ET_Rc_an_ct2,MEASURE_ET_ABVIETCH,A_high_x_high,2.1236,2.0854,1.797,0.1084,0.136,0.0277,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0277."
MEASURE_ET_C300,MEASURE_ET_RGAN1,A_high_x_high,2.2184,2.183,1.597,0.0248,0.0525,0.0277,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0277."
TOPSIN_ET_KLV_F_AB_4u,MEASURE_ET_C300M1B_0,A_high_x_high,2.2187,2.1875,1.407,0.0339,0.0616,0.0277,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0277."
MEASURE_ET_DC_SMALL_Vg_max_Vd,MEASURE_ET_CapPARCAP_0,A_high_x_high,2.0918,2.0525,1.88,0.1296,0.1573,0.0277,3/5,MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0277 -- majority but not unanimous.
TOPSIN_ET_Cap1pf,MEASURE_ET_DC_Big_S12dB_10GHz,A_high_x_high,2.1739,2.1375,1.674,0.0726,0.1002,0.0277,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0277."
MEASURE_ET_DC_RF_CF_S11_Ph_L1002,TOPSIN_ET_Cap1pf,A_high_x_high,2.2002,2.1628,1.697,0.0427,0.0704,0.0277,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0277."
MEASURE_ET_DC_RF_CF_S21_Mag_L1018,TOPSIN_ET_lkg_Cap_USV,A_high_x_high,2.0343,1.9957,1.897,0.182,0.2097,0.0277,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0277."
MEASURE_ET_DC_RF_Id_Vbon_min,THIN_ET_Rsh_cat_c2,A_high_x_high,2.2171,2.1828,1.546,0.0334,0.0611,0.0277,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0277."
MEASURE_ET_DC_RF_S22dB_26GHz_W,SIN_ET_TR_1F,A_high_x_high,2.234,2.2045,1.321,0.0149,0.0425,0.0277,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0277."
TOPSIN_ET_C100CapPARCAP,MEASURE_ET_DC_RF_Vbon_min,A_high_x_high,2.1737,2.1361,1.73,0.0686,0.0964,0.0277,3/5,MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0277 -- majority but not unanimous.
MEASURE_ET_Vbkdn_Cap100_Long,MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_SD3p5,A_high_x_high,2.2137,2.1816,1.447,0.036,0.0637,0.0277,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0277."
MEASURE_ET_lkg_USV_Cap,MEASURE_ET_DC_SEC_X_Vg_at_I3_pos,A_high_x_high,2.0796,2.0421,1.808,0.1494,0.1771,0.0277,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0277."
MEASURE_ET_LT_SEC_Ileak_m5p5V_mA_mm,TOPSIN_ET_Vdg_max,A_high_x_high,2.0397,2.0098,1.467,0.1691,0.1967,0.0277,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0277."
MEASURE_ET_RF_Modeling_Mag_d,TOPSIN_ET_Cap2pf,A_high_x_high,2.144,2.1145,1.375,0.0949,0.1225,0.0277,3/5,MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0277 -- majority but not unanimous.
MEASURE_ET_RF_Modeling_Vth,MEASURE_ET_lkg_C300,A_high_x_high,2.0528,2.0216,1.518,0.16,0.1877,0.0277,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0277."
MEASURE_ET_RGAN1,MEASURE_ET_Rc_an_ct2,A_high_x_high,2.1833,2.1431,1.842,0.0527,0.0804,0.0277,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0277."
MEASURE_ET_Rc_OG144,TOPSIN_ET_DC_SMALL_Vg_gm_max,A_high_x_high,2.1954,2.1598,1.623,0.0487,0.0764,0.0277,3/5,MODERATE,Joint model beat additive in 3/5 folds with incremental R^2=0.0277 -- majority but not unanimous.
MEASURE_ET_lkg_100_at20V,THIN_ET_DC_RF_Vdg_max,A_high_x_high,2.1409,2.107,1.582,0.0961,0.1238,0.0277,4/5,MODERATE,"Joint model beat additive in 4/5 folds, incremental R^2=0.0277."
